usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducación,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
vgunter3a,gK7aX}~#wFD},Vivianne Gunter,vgunter3a@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
hbarcroft3b,uC9w=+$\\s$z%t,Heddie Barcroft,hbarcroft3b@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
hboon3c,mK8$@E1*3e(dAtdd,Hieronymus Boon,hboon3c@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
ehowie3d,hY6DXH0\=a{=4P,Eirena Howie,ehowie3d@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
zsleath3e,kK1QfJ?97|t7{y,Zed Sleath,zsleath3e@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
cvergine3f,iD0S8{}2(0G,Catrina Vergine,cvergine3f@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
vjopson3g,kM8F4S!z,Vite Jopson,vjopson3g@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
rpovele3h,pO5_X*I@aH/4#Wj,Ryley Povele,rpovele3h@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
csemens3i,pG1Ojn8k<sK1%n,Clarisse Semens,csemens3i@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mveschambre3j,uH7MwF(}5,Major Veschambre,mveschambre3j@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
fstanyland3k,lT5cN.+IemOEA,Fredric Stanyland,fstanyland3k@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,3.0
nsherr3l,zN8qcR6}p6FU,Nealson Sherr,nsherr3l@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
gjohnston3m,aK5!Xf?,Gilemette Johnston,gjohnston3m@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
pswire3n,pP7CglGXk1$k,Peyton Swire,pswire3n@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
cmaccorley3o,xU7k7xuN75uq,Clotilda MacCorley,cmaccorley3o@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
clead3p,oO3g!\6DzaG,Catina Lead,clead3p@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
vmorey3q,cN8H&1ute}V/,Vanny Morey,vmorey3q@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
warnoldi3r,uP0_<*D8>7=X?a,Wilmar Arnoldi,warnoldi3r@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rberic3s,rR8qUpV(x_UN_~,Rosanna Beric,rberic3s@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
fjay3t,aX8o*vguU)oCUQ*,Fairfax Jay,fjay3t@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cwillmett3u,gA1MhXCpFs>?,Chloe Willmett,cwillmett3u@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
sfitzalan3v,vL6x.cejYAH,Sheffy FitzAlan,sfitzalan3v@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gburth3w,fF2~RE5Orc)8,Gunar Burth,gburth3w@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
balchin3x,hG8*@+<b,Barth Alchin,balchin3x@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
psteventon3y,eW8).c\bAP_nTWq,Paxon Steventon,psteventon3y@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
lworsam3z,xM8e\hYZ3},Libbie Worsam,lworsam3z@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
pwillford40,pC4J\j))<%ii,Phyllys Willford,pwillford40@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
cbruyett41,pN9Ti}f/,Candace Bruyett,cbruyett41@edu.com,Portugal,No,Femenino,Casado,No,Si,No,3.0
dimesen42,zT1YvY07F,Dael Imesen,dimesen42@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
beberdt43,kF5jZU/~DPoRlso,Bjorn Eberdt,beberdt43@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
hblaschek44,mP2BPF%Au#R?,Hadleigh Blaschek,hblaschek44@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
cnyssen45,yN4<6CPr0ny|G,Corty Nyssen,cnyssen45@edu.com,Portugal,No,Femenino,Divorciado,Si,Si,No,0.0
brafe46,cT1x+d)=@0<Q,Bevvy Rafe,brafe46@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
idimitresco47,eS1SuVHsrQ@M@/d,Isidore Dimitresco,idimitresco47@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
hdisley48,bC4&&G.nm,Hillyer Disley,hdisley48@edu.com,Portugal,No,Femenino,Soltero,Si,Si,No,4.0
skonig49,mU7%x3$I2,Stevy Konig,skonig49@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
rcancellieri4a,nG2KsFB&s,Ravid Cancellieri,rcancellieri4a@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
kscranedge4b,kF74Zn?7*@us\<,Kimbell Scranedge,kscranedge4b@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
esemark4c,kX1=Kp5v)A,Eddie Semark,esemark4c@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ibosquet4d,dI7K!&j%,Ivory Bosquet,ibosquet4d@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cmelsome4e,nV5?<2w,Cookie Melsome,cmelsome4e@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
etolchar4f,pY4R93hzKNpyJ1j,Edyth Tolchar,etolchar4f@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
csmithe4g,fM26/Y5HDg<,Cordy Smithe,csmithe4g@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,3.0
fhinrich4h,fZ5caT(wdu_,Fenelia Hinrich,fhinrich4h@edu.com,Brasil,No,Femenino,Soltero,No,Si,Si,3.0
jshillitto4i,dF6lOR(7miw&!?&,Jens Shillitto,jshillitto4i@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
psiely4j,eK6w90PQI3LNqN,Packston Siely,psiely4j@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
hjans4k,zS6/x<p6.,Harriett Jans,hjans4k@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
myorke4l,iO2jI#00anpw,Merwin Yorke,myorke4l@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ofrango4m,wP62TZ{#MN<RO2#,Olva Frango,ofrango4m@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rcary4n,fE3iwB6#w/wv,Roxanna Cary,rcary4n@edu.com,Portugal,Si,Femenino,Soltero,No,No,No,0.0
lnapoli4o,rE03HgxkZi.FDn>r,Lorettalorna Napoli,lnapoli4o@edu.com,Portugal,No,Femenino,Soltero,Si,Si,No,0.0
lelcox4p,eN2z)BZ2%X4rCVeA,Lowell Elcox,lelcox4p@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
aspilisy4q,tH6)Xk.>W!zO,Alard Spilisy,aspilisy4q@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
afinch4r,zA4Mt4d98Y2<lR,Arielle Finch,afinch4r@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
mretallack4s,kY1ci3XO6a,Mead Retallack,mretallack4s@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
kplows4t,yH6479vsdZ(,Krysta Plows,kplows4t@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ptroni4u,gZ08miGr,Pen Troni,ptroni4u@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
mfrangleton4v,zS7*|N{4t,Mirilla Frangleton,mfrangleton4v@edu.com,Portugal,No,Masculino,Casado,Si,No,No,0.0
ppover4w,rG7n86DB)M)NF,Priscella Pover,ppover4w@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
steape4x,qT9~V!kn>QqD,Saw Teape,steape4x@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
ade4y,fG4{e~SH2t&{f,Arin de Lloyd,ade4y@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
lmccraine4z,wO7zZf@|NljYnfK,Leif McCraine,lmccraine4z@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
mboraston50,vH4ScYXJ,Maxine Boraston,mboraston50@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
mgirodias51,rU6D4FeFt,Marla Girodias,mgirodias51@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
crodriguez52,nF0<@GR,Chet Rodriguez,crodriguez52@edu.com,España,No,Masculino,Soltero,No,No,Si,0.0
wkirkland53,jF9#R+0mQ)kVVi,Webster Kirkland,wkirkland53@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
cinsoll54,tG8ByE\Wmn,Charley Insoll,cinsoll54@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
cstradling55,lZ0C8U@LQp>#,Cart Stradling,cstradling55@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
dtrevarthen56,cR1aY76Ny7&&*,Darbee Trevarthen,dtrevarthen56@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
fbrixey57,gS07>GS?+g(u,Franciskus Brixey,fbrixey57@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
yfulep58,eY9z.9mw,Yurik Fulep,yfulep58@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
hkort59,zD1Njuf#v{6nU,Haroun Kort,hkort59@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
lgarment5a,hO4ijZ9jt%~lmm$,Lindsy Garment,lgarment5a@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
osewards5b,aB78Y_ro3}XhN,Olvan Sewards,osewards5b@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
abrittles5c,rO7}{/M1bsx,Aluino Brittles,abrittles5c@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
kwordley5d,dV6R{r#&&,Keene Wordley,kwordley5d@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
hdennistoun5e,sE1=10vH,Herbie Dennistoun,hdennistoun5e@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
jvlies5f,cP1{SNBLoIpDs5eZ,Jackelyn Vlies,jvlies5f@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
cmurkitt5g,nH4?R3Pm{7jMe,Constantina Murkitt,cmurkitt5g@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
mfiloniere5h,pZ6Q\k=vj,Mikael Filoniere,mfiloniere5h@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
btregale5i,uI4O+4Xr,Bealle Tregale,btregale5i@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
dde5j,aY8k8toUh9l~m,Dominik De Atta,dde5j@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
ccyphus5k,iF2UGhNBuO3@?S,Carolyne Cyphus,ccyphus5k@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
bwheatley5l,yF2dDjuz>yBZ=z%,Binky Wheatley,bwheatley5l@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
kleah5m,zK7DZ(jG@1Jb,Kori Leah,kleah5m@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
kjefferys5n,gS0NpBV/%<|xsM,Katherine Jefferys,kjefferys5n@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
rdavydkov5o,dW9zGCnaR=+C{9,Rich Davydkov,rdavydkov5o@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
kpothecary5p,wW5qrQtZnhAPC#K1,Kory Pothecary,kpothecary5p@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
esanter5q,tW1FkA7!$W,Ellette Santer,esanter5q@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
adyott5r,uK1bW.Hu,Allie Dyott,adyott5r@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,3.0
rbrighty5s,jC6s9L>qvLi,Roosevelt Brighty,rbrighty5s@edu.com,Portugal,Si,Masculino,Soltero,Si,No,No,0.0
hdimeloe5t,kE7|}n2s*}ST?bM,Heidi Dimeloe,hdimeloe5t@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
jdiggens5u,rO94uqtg,Joscelin Diggens,jdiggens5u@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
nfirebrace5v,pV8JWD0r7JgU(M,Nickie Firebrace,nfirebrace5v@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
chooban5w,lU4?GCHO,Carlo Hooban,chooban5w@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,6.0
acrowest5x,bW28*zd)Syap2+G,Alvan Crowest,acrowest5x@edu.com,Portugal,No,Masculino,Soltero,No,No,No,6.0
htejero5y,hK4\D<kQ&o(yr|_,Hillary Tejero,htejero5y@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,6.0
credmile5z,wX3dcyS5u{q%zk(L,Carolina Redmile,credmile5z@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,6.0
breolfi60,kP7vII5wFH>+,Bonnie Reolfi,breolfi60@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
kglasspool61,vY6|zLX#,Kurt Glasspool,kglasspool61@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
lfieldhouse62,aQ0SEJc*skx~,Lucine Fieldhouse,lfieldhouse62@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
rkasper63,pJ0}S<=N,Renell Kasper,rkasper63@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
dverman64,kQ1m<c>9&|20k#/,Diena Verman,dverman64@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
hvon65,xI8_<evS,Helen-elizabeth Von Helmholtz,hvon65@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
dkissick66,mL6\v}{+\$lk,Dulcie Kissick,dkissick66@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jyankeev67,cA4xK!j!Q),Joeann Yankeev,jyankeev67@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
cmelloy68,jL1Q$e*Eco|E@,Cash Melloy,cmelloy68@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
hantonich69,pD96($ug?II2~),Hedda Antonich,hantonich69@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
rdagnall6a,iO3feT1y2,Randa Dagnall,rdagnall6a@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
ptreadger6b,fM2AlExv(E+6O,Pegeen Treadger,ptreadger6b@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cgandrich6c,pD9TRz5tu.T,Christy Gandrich,cgandrich6c@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
coconnolly6d,wA6K9#b&RD|{{J+,Cybill OConnolly,coconnolly6d@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ffrancisco6e,uJ4WBBhD)B(\,Foster Francisco,ffrancisco6e@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
tdavion6f,wZ8WFWuT!Yn,Tandie Davion,tdavion6f@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
nhalwill6g,gK4&b4P6G*,Nannette Halwill,nhalwill6g@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cbrunning6h,uU6C/Mo%,Corabel Brunning,cbrunning6h@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
tdunlop6i,tB6Q<=50=,Thornie Dunlop,tdunlop6i@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
acrossby6j,zI8N{PW!{@FvDrA,Adelind Crossby,acrossby6j@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
pmatignon6k,vT6?WlVw5,Pietrek Matignon,pmatignon6k@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ghazeldene6l,lF0F9yDM!b\vF,Greg Hazeldene,ghazeldene6l@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ldavydzenko6m,bG8jI~sa<)e,Luce Davydzenko,ldavydzenko6m@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jbuckler6n,sH2_2t%u!2Rr_F@,Jacinta Buckler,jbuckler6n@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
jewols6o,pN8<1&BDZO,Jeniffer Ewols,jewols6o@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,0.0
hcoldwell6p,mY8FRRFIWn)M=wzp,Helena Coldwell,hcoldwell6p@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
hlahive6q,eG05F%sUb_,Hallsy Lahive,hlahive6q@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ehalsall6r,fS7{CvtWgRY,Ernesta Halsall,ehalsall6r@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
lfandrey6s,wZ2Ki$1nXY9,Lonnie Fandrey,lfandrey6s@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
wbarrat6t,fA1yeBGVmPR5,Wandis Barrat,wbarrat6t@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
zgylle6u,sN7HD50~wrzLIR,Zane Gylle,zgylle6u@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gblakeston6v,hN0BlJ8*(Z,Gage Blakeston,gblakeston6v@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
mthatcham6w,bB17%%/K4*q,Merralee Thatcham,mthatcham6w@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
dgorstidge6x,pB1KDas(2)P+f\*,Debora Gorstidge,dgorstidge6x@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
fdomokos6y,aW8=RMfsx,Fletcher Domokos,fdomokos6y@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
rfrayling6z,gA2Utd*?,Raquel Frayling,rfrayling6z@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
gnotman70,wB5{xsH$A,Gasparo Notman,gnotman70@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
dklemps71,eI74+rgi/N!,Darin Klemps,dklemps71@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
dmckeag72,yA1QG(iNj+,Deeanne McKeag,dmckeag72@edu.com,Brasil,No,Femenino,Soltero,No,No,No,0.0
ahixson73,iS3t1<erC/c5,Ainsley Hixson,ahixson73@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
lraysdale74,cG0rUw!3xeJ,Lory Raysdale,lraysdale74@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
hde75,iP3$YdS.cQDR8OaH,Helenka De Ambrosi,hde75@edu.com,Portugal,No,Femenino,Casado,Si,No,No,0.0
utowhey76,eA3l@@9Os,Urson Towhey,utowhey76@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
kscudders77,sE2%7cgF,Kordula Scudders,kscudders77@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mfoulsham78,jN2jHE\C},Mata Foulsham,mfoulsham78@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jlabden79,qB8QF{(8~C=EF_,Julie Labden,jlabden79@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ffoldes7a,gC9S=FV{mlvybk,Farrand Foldes,ffoldes7a@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
frootham7b,nR21hpVVj2Q,Fritz Rootham,frootham7b@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ofonte7c,fL8RTS7}\G,Oliviero Fonte,ofonte7c@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
gpresdee7d,iZ9Im$wl3.uUH,Gerhardt Presdee,gpresdee7d@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
cmollon7e,kK4%!7F+>K\zwK,Christye Mollon,cmollon7e@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
bpaling7f,tF1+qI)J|YD6~UK,Bowie Paling,bpaling7f@edu.com,Portugal,No,Femenino,Casado,No,Si,No,3.0
kmattis7g,oB5jra}WClwhN,Karie Mattis,kmattis7g@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
aravel7h,mL9Z_jBj$i,Adolph Ravel,aravel7h@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
gchomiszewski7i,xZ34Ba}(,Garey Chomiszewski,gchomiszewski7i@edu.com,Portugal,No,Femenino,Casado,No,Si,No,0.0
mginnaly7j,vB5hUnAD4L>,Meridel Ginnaly,mginnaly7j@edu.com,Portugal,No,Femenino,Casado,No,Si,No,0.0
clanktree7k,tX9i0y5)IlEi*0,Candice Lanktree,clanktree7k@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,0.0
hcomley7l,vT1uFe5Qn,Hermia Comley,hcomley7l@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
spuddicombe7m,aE8*=/g.LPNBRqx,Sophie Puddicombe,spuddicombe7m@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
rjurewicz7n,eZ8G%#L*R#9{q\.,Rozalie Jurewicz,rjurewicz7n@edu.com,Portugal,No,Femenino,Union libre,No,No,No,0.0
bgrestie7o,hJ0|hW1SP~,Barb Grestie,bgrestie7o@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
dsheivels7p,aI9qsl3x(U/R<r*n,Darla Sheivels,dsheivels7p@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
climpricht7q,fA1$!uz%E!6Xv,Cathlene Limpricht,climpricht7q@edu.com,Angola,No,Femenino,Soltero,No,No,Si,0.0
kcumberbatch7r,lC3rx{3q>/6TK,Kendricks Cumberbatch,kcumberbatch7r@edu.com,Portugal,No,Femenino,Divorciado,No,Si,No,0.0
hevens7s,lN6|+g+n,Halie Evens,hevens7s@edu.com,Brasil,No,Femenino,Soltero,No,No,Si,3.0
ctiery7t,hL6ZF8\4BM6z,Cullan Tiery,ctiery7t@edu.com,Portugal,No,Femenino,Casado,No,No,No,3.0
drhymer7u,dI6_p9.~dVVnk,Dinny Rhymer,drhymer7u@edu.com,Portugal,No,Femenino,Casado,No,No,No,3.0
eattlee7v,sJ0Dnz$_,Elden Attlee,eattlee7v@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
cpentland7w,uE8MhTz3,Christopher Pentland,cpentland7w@edu.com,Portugal,No,Masculino,Casado,Si,No,No,3.0
dhartley7x,vG41!6&qD$5h5A,Daffi Hartley,dhartley7x@edu.com,Portugal,No,Masculino,Divorciado,No,No,No,3.0
egammons7y,rY4O!M}.cqVty,Elene Gammons,egammons7y@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
sconnar7z,hR8sH!61W+,Smith Connar,sconnar7z@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
eissatt80,pB5LgkF_!%AGU,Essie Issatt,eissatt80@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
tdella81,oR7eMANavaE<q,Teodorico Della Scala,tdella81@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
prikkard82,jM3n/rcCOz,Perla Rikkard,prikkard82@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
dackwood83,wB633)Xd*e,Devland Ackwood,dackwood83@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
mclifforth84,tR8}DKG{~I,Mady Clifforth,mclifforth84@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bberr85,nO1WMoR)$ckwr,Byran Berr,bberr85@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
nolyet86,nV3q.5NlB49@S*,Nicoli Olyet,nolyet86@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
snoice87,dL9yi{CP,Susanetta Noice,snoice87@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
hmitskevich88,zN3<Uc{XKFY0VWO,Hyacintha Mitskevich,hmitskevich88@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,4.0
sgitting89,kC9(XY@=XC,Siobhan Gitting,sgitting89@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,4.0
astillert8a,pM3fH_(UgwB}hk,Andy Stillert,astillert8a@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
braysdale8b,iH03o1=f9ja!+,Basilius Raysdale,braysdale8b@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
gbeddow0,xD9(<Oa44GB9%,Gwenneth Beddow,gbeddow0@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
kpitcaithley1,vR9_/QK/u_Z,Ketti Pitcaithley,kpitcaithley1@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
sgoreisr2,xI6rEl+.,Shea Goreisr,sgoreisr2@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
lwittering3,vK0dMMCFEge,Lina Wittering,lwittering3@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ncristofor4,zP0ilbq1C,Nicolais Cristofor,ncristofor4@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
xdigweed5,rY3q+&7/lMFmJ&,Xylina Digweed,xdigweed5@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ashimoni6,gT81D}Aj,Annabella Shimoni,ashimoni6@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
aever7,kQ9_8%#(|\/R0<,Aleen Ever,aever7@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
charbertson8,lP0#U(%#Q,Cherice Harbertson,charbertson8@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
lfluit9,eT8~Bh!8>H)x,Livia Fluit,lfluit9@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
tpontaina,xE34Y8Ht_,Thomasa Pontain,tpontaina@edu.com,Portugal,No,Femenino,Casado,No,Si,No,0.0
pcusackb,sX13w$(6yQ(=Y?{L,Phedra Cusack,pcusackb@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
sdunleac,wJ66%ybA*>UsgP!,Shelton Dunlea,sdunleac@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
ahedged,lE2C!uVvOCUNj,Anthiathia Hedge,ahedged@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
pmorrisse,iR1hKsYYfA,Pearline Morriss,pmorrisse@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
jknibbf,pX07IWIpqA&*Im=,Johna Knibb,jknibbf@edu.com,Portugal,No,Masculino,Casado,No,No,Si,0.0
krizzillog,lF7.y8h,Korry Rizzillo,krizzillog@edu.com,Portugal,No,Masculino,Soltero,No,No,No,6.0
dverbekeh,rV4B7G#r+7$zOb,Dee Verbeke,dverbekeh@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,6.0
imccuisi,xF3IP6JWFk$}hM<A,Irving McCuis,imccuisi@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,6.0
