nombreCurso,grupo,profesor,correoProfesor,nombreEstudiante,correoEstudiante,nota,periodo
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Rafi Slane,rslanepp@edu.com,0.7,2023-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Magdaia Bodley,mbodleypq@edu.com,0.7,2023-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Grace Oguz,goguzpr@edu.com,0.7,2023-1
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Gunther Domerc,gdomercps@edu.com,4.5,2022-3
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Koressa Bosward,kboswardpt@edu.com,4.5,2022-3
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Minda Malden,mmaldenpu@edu.com,4.5,2022-3
Seguridad de la Informacion,2,Piper Sieghard,psieghard2z@edu.com,Pierette Popescu,ppopescupv@edu.com,4.5,2022-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Wilfrid Pinckney,wpinckneypw@edu.com,2.9,2021-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Vinnie Gregson,vgregsonpx@edu.com,2.9,2021-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Towny Shacklady,tshackladypy@edu.com,2.9,2021-3
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Sisile Bracegirdle,sbracegirdlepz@edu.com,2.9,2021-3
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Nicky Sedgefield,nsedgefieldq0@edu.com,0.5,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Lindi Deerness,ldeernessq1@edu.com,0.5,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Dorthy Rizzi,drizziq2@edu.com,0.5,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Berta Newarte,bnewarteq3@edu.com,0.5,2021-1
Ingles 2,1,Edith Foro,eforox@edu.com,Teresita Olenchenko,tolenchenkoq4@edu.com,0.9,2022-3
Ingles 2,1,Edith Foro,eforox@edu.com,Kylila Cawcutt,kcawcuttq5@edu.com,0.9,2022-3
Ingles 2,1,Edith Foro,eforox@edu.com,Blinni Chadburn,bchadburnq6@edu.com,0.9,2022-3
Ingles 2,1,Edith Foro,eforox@edu.com,Claybourne Mixter,cmixterq7@edu.com,0.9,2022-3
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Barbee Roly,brolyq8@edu.com,0.4,2022-1
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Hakeem Kryszkiecicz,hkryszkieciczq9@edu.com,0.4,2022-1
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Chad Kemery,ckemeryqa@edu.com,0.4,2022-1
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Donnie Messer,dmesserqb@edu.com,0.4,2022-1
Innovacion y Emprendimiento,3,Jerrome Chafer,jchafer2q@edu.com,Husein Farrer,hfarrerqc@edu.com,0.3,2022-3
Innovacion y Emprendimiento,3,Jerrome Chafer,jchafer2q@edu.com,Marjie Raoult,mraoultqd@edu.com,0.3,2022-3
Innovacion y Emprendimiento,3,Jerrome Chafer,jchafer2q@edu.com,Robinetta Borrott,rborrottqe@edu.com,0.3,2022-3
Innovacion y Emprendimiento,3,Jerrome Chafer,jchafer2q@edu.com,Oran Cuffin,ocuffinqf@edu.com,0.3,2022-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Cassey Hinsche,chinscheqg@edu.com,4.7,2023-1
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Corinne Angel,cangelqh@edu.com,4.7,2023-1
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Tonia MacCaughey,tmaccaugheyqi@edu.com,4.7,2023-1
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Mab Messer,mmesserqj@edu.com,4.7,2023-1
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Lind Maddra,lmaddraqk@edu.com,3.8,2022-1
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Alon Bortol,abortolql@edu.com,3.8,2022-1
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Tabatha Dewhurst,tdewhurstqm@edu.com,3.8,2022-1
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Gwyn Reidie,greidieqn@edu.com,3.8,2022-1
Electiva de Lectura y Escritura,1,Hynda Van Velde,hvani@edu.com,Cathyleen Dodimead,cdodimeadqo@edu.com,2.2,2023-1
Electiva de Lectura y Escritura,1,Hynda Van Velde,hvani@edu.com,Nadeen Dagleas,ndagleasqp@edu.com,2.2,2023-1
Electiva de Lectura y Escritura,1,Hynda Van Velde,hvani@edu.com,Kimberli Annion,kannionqq@edu.com,2.2,2023-1
Electiva de Lectura y Escritura,1,Hynda Van Velde,hvani@edu.com,Brana Dies,bdiesqr@edu.com,2.2,2023-1
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Trumaine Costelow,tcostelowqs@edu.com,0.1,2022-3
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Simmonds Nuton,snutonqt@edu.com,0.1,2022-3
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Belia Kliemann,bkliemannqu@edu.com,0.1,2022-3
Electiva Profesional 1,2,Tabitha Edgcombe,tedgcombee@edu.com,Averyl Huckel,ahuckelqv@edu.com,0.1,2022-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Tabby Chater,tchaterqw@edu.com,4.4,2023-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Corliss Cotterrill,ccotterrillqx@edu.com,4.4,2023-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Sam Ditt,sdittqy@edu.com,4.4,2023-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Ainsley Hamsley,ahamsleyqz@edu.com,4.4,2023-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Innis Naish,inaishr0@edu.com,4.6,2021-3
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Lou Lusher,llusherr1@edu.com,4.6,2021-3
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Viola Dunbobin,vdunbobinr2@edu.com,4.6,2021-3
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Krystle Harse,kharser3@edu.com,4.6,2021-3
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Sauveur Sowthcote,ssowthcoter4@edu.com,1.2,2023-3
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Tait Naldrett,tnaldrettr5@edu.com,1.2,2023-3
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Peri Tomblings,ptomblingsr6@edu.com,1.2,2023-3
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Shep Benediktovich,sbenediktovichr7@edu.com,1.2,2023-3
Almacenamiento de datos,1,Wenda Gaskin,wgaskin2k@edu.com,Violetta Esom,vesomr8@edu.com,1.4,2021-1
Almacenamiento de datos,1,Wenda Gaskin,wgaskin2k@edu.com,Rogerio Lautie,rlautier9@edu.com,1.4,2021-1
Almacenamiento de datos,1,Wenda Gaskin,wgaskin2k@edu.com,Priscilla Parysowna,pparysownara@edu.com,1.4,2021-1
Almacenamiento de datos,1,Wenda Gaskin,wgaskin2k@edu.com,Ketti Freeberne,kfreebernerb@edu.com,1.4,2021-1
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Margeaux Greally,mgreallyrc@edu.com,3.6,2022-3
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Donella Koop,dkooprd@edu.com,3.6,2022-3
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Lynda Wayland,lwaylandre@edu.com,3.6,2022-3
Almacenamiento de datos,3,Lenka Do Rosario,ldo5a@edu.com,Taddeusz Lethley,tlethleyrf@edu.com,3.6,2022-3
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Kessiah Poure,kpourerg@edu.com,1.2,2022-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Galven Feldfisher,gfeldfisherrh@edu.com,1.2,2022-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Sherie Spellessy,sspellessyri@edu.com,1.2,2022-1
Ingenieria y Sostenibilidad,2,Germaine Nary,gnary13@edu.com,Elsworth Silwood,esilwoodrj@edu.com,1.2,2022-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Raffarty Van Castele,rvanrk@edu.com,3.9,2023-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Estrellita Cramer,ecramerrl@edu.com,3.9,2023-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Ana Goodread,agoodreadrm@edu.com,3.9,2023-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Neville Witherington,nwitheringtonrn@edu.com,3.9,2023-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Garrik Craddy,gcraddyro@edu.com,0.9,2022-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Dorothea Rubenczyk,drubenczykrp@edu.com,0.9,2022-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Brooke Albrooke,balbrookerq@edu.com,0.9,2022-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Elfrieda Martindale,emartindalerr@edu.com,0.9,2022-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Blancha Sadd,bsadd0@edu.com,1.5,2021-3
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Gillan Kordt,gkordt1@edu.com,1.5,2021-3
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Rori Wurst,rwurst2@edu.com,1.5,2021-3
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Julienne Winthrop,jwinthrop3@edu.com,1.5,2021-3
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Franciskus ODyvoie,fodyvoie4@edu.com,3.8,2023-3
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Benedetta Bradford,bbradford5@edu.com,3.8,2023-3
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Marci Acheson,macheson6@edu.com,3.8,2023-3
Ingles 4,2,Tanitansy Dwine,tdwine20@edu.com,Barrie Ravens,bravens7@edu.com,3.8,2023-3
Formacion Ciudadana I : Identidades y Pluralismo,2,Rabi Iston,riston3r@edu.com,Ernesto Kirlin,ekirlin8@edu.com,2.0,2022-3
Formacion Ciudadana I : Identidades y Pluralismo,2,Rabi Iston,riston3r@edu.com,Meier Slograve,mslograve9@edu.com,2.0,2022-3
Formacion Ciudadana I : Identidades y Pluralismo,2,Rabi Iston,riston3r@edu.com,Lina Wrathmall,lwrathmalla@edu.com,2.0,2022-3
Formacion Ciudadana I : Identidades y Pluralismo,2,Rabi Iston,riston3r@edu.com,Manny Matzel,mmatzelb@edu.com,2.0,2022-3
Comunicación Oral y Escrita,1,Glendon Barnett,gbarnettm@edu.com,Emanuele Bubbins,ebubbinsc@edu.com,4.5,2022-3
Comunicación Oral y Escrita,1,Glendon Barnett,gbarnettm@edu.com,Rudolph Foucard,rfoucardd@edu.com,4.5,2022-3
Comunicación Oral y Escrita,1,Glendon Barnett,gbarnettm@edu.com,Claudianus Feavers,cfeaverse@edu.com,4.5,2022-3
Comunicación Oral y Escrita,1,Glendon Barnett,gbarnettm@edu.com,Waverly Demoge,wdemogef@edu.com,4.5,2022-3
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Nil Saltrese,nsaltreseg@edu.com,2.9,2022-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Benn Petheridge,bpetheridgeh@edu.com,2.9,2022-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Rebecca Tilford,rtilfordi@edu.com,2.9,2022-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Aurilia Dufaire,adufairej@edu.com,2.9,2022-1
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Sig Mariotte,smariottek@edu.com,2.2,2021-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Yetty Sissens,ysissensl@edu.com,2.2,2021-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Gwenette Sainsberry,gsainsberrym@edu.com,2.2,2021-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Jerrie Fominov,jfominovn@edu.com,2.2,2021-3
Calculo 1,3,Rudd Giff,rgiff36@edu.com,Maurene Pawlick,mpawlicko@edu.com,0.7,2022-3
Calculo 1,3,Rudd Giff,rgiff36@edu.com,Jake Caulkett,jcaulkettp@edu.com,0.7,2022-3
Calculo 1,3,Rudd Giff,rgiff36@edu.com,Bordie Fowlds,bfowldsq@edu.com,0.7,2022-3
Calculo 1,3,Rudd Giff,rgiff36@edu.com,Jacquetta Ruppeli,jruppelir@edu.com,0.7,2022-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Rasla Blackhall,rblackhalls@edu.com,0.1,2021-1
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Dexter Rosebotham,drosebothamt@edu.com,0.1,2021-1
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Aluin Abrashkov,aabrashkovu@edu.com,0.1,2021-1
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Cly Pardew,cpardewv@edu.com,0.1,2021-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Gina Casiroli,gcasiroliw@edu.com,4.5,2021-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Kimbell Burdon,kburdonx@edu.com,4.5,2021-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Alvis Gurr,agurry@edu.com,4.5,2021-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Damiano MacLardie,dmaclardiez@edu.com,4.5,2021-1
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Aridatha Guillerman,aguillerman10@edu.com,1.8,2023-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Oriana Teggart,oteggart11@edu.com,1.8,2023-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Adham Laight,alaight12@edu.com,1.8,2023-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Vasily Blackhall,vblackhall13@edu.com,1.8,2023-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Jamey Hartzogs,jhartzogs14@edu.com,0.6,2021-1
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Ryann Clausson,rclausson15@edu.com,0.6,2021-1
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Arin Lamshead,alamshead16@edu.com,0.6,2021-1
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Gordie Govan,ggovan17@edu.com,0.6,2021-1
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,Boyce Jentgens,bjentgens18@edu.com,1.0,2021-3
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,Emmaline Aucoate,eaucoate19@edu.com,1.0,2021-3
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,Klement Brocklehurst,kbrocklehurst1a@edu.com,1.0,2021-3
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,Elyssa Pattisson,epattisson1b@edu.com,1.0,2021-3
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Dion Howley,dhowley1c@edu.com,4.1,2023-3
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Hasty MacCook,hmaccook1d@edu.com,4.1,2023-3
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Gael Glennie,gglennie1e@edu.com,4.1,2023-3
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Melitta Comini,mcomini1f@edu.com,4.1,2023-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Marcus Cordero,mcordero1g@edu.com,1.0,2022-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Ody Grinaway,ogrinaway1h@edu.com,1.0,2022-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Townie McAleese,tmcaleese1i@edu.com,1.0,2022-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Lucais Largen,llargen1j@edu.com,1.0,2022-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Lianna Brownbridge,lbrownbridge1k@edu.com,1.1,2023-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Mareah Hingeley,mhingeley1l@edu.com,1.1,2023-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Mirella Harley,mharley1m@edu.com,1.1,2023-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Irwin Maiklem,imaiklem1n@edu.com,1.1,2023-1
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,Darleen Hew,dhew1o@edu.com,4.8,2022-3
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,Marla Nesbit,mnesbit1p@edu.com,4.8,2022-3
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,David Blitzer,dblitzer1q@edu.com,4.8,2022-3
Comunicación Oral y Escrita,2,Carmel Chappelow,cchappelow3a@edu.com,Ryley Guinery,rguinery1r@edu.com,4.8,2022-3
Logica y Matematica Discreta,1,Neel Irlam,nirlam18@edu.com,Blake Nazer,bnazer1s@edu.com,0.2,2021-3
Logica y Matematica Discreta,1,Neel Irlam,nirlam18@edu.com,Fabiano Piscopiello,fpiscopiello1t@edu.com,0.2,2021-3
Logica y Matematica Discreta,1,Neel Irlam,nirlam18@edu.com,Lonnard Marklew,lmarklew1u@edu.com,0.2,2021-3
Logica y Matematica Discreta,1,Neel Irlam,nirlam18@edu.com,Jeremy Goning,jgoning1v@edu.com,0.2,2021-3
Ingles 3,1,Suzette Paley,spaley0@edu.com,Morgen Clemont,mclemont1w@edu.com,4.5,2021-1
Ingles 3,1,Suzette Paley,spaley0@edu.com,Eustace Weldrick,eweldrick1x@edu.com,4.5,2021-1
Ingles 3,1,Suzette Paley,spaley0@edu.com,Pedro Epsley,pepsley1y@edu.com,4.5,2021-1
Ingles 3,1,Suzette Paley,spaley0@edu.com,Sunshine Roubert,sroubert1z@edu.com,4.5,2021-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Casi Ellams,cellams20@edu.com,3.6,2023-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Moise Cham,mcham21@edu.com,3.6,2023-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Filippo Edgeler,fedgeler22@edu.com,3.6,2023-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Yoko Colvin,ycolvin23@edu.com,3.6,2023-1
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Kath Heaslip,kheaslip24@edu.com,4.3,2023-1
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Tymothy Blankett,tblankett25@edu.com,4.3,2023-1
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Marcelline Elgie,melgie26@edu.com,4.3,2023-1
Matematicas Fundamentales,2,Adrianne Cescot,acescott@edu.com,Sophie Rosell,srosell27@edu.com,4.3,2023-1
Formacion Ciudadana II: Sociedad y Estado,3,Glendon Barnett,gbarnettm@edu.com,Elsi Shiell,eshiell28@edu.com,3.5,2022-1
Formacion Ciudadana II: Sociedad y Estado,3,Glendon Barnett,gbarnettm@edu.com,Conni Trewin,ctrewin29@edu.com,3.5,2022-1
Formacion Ciudadana II: Sociedad y Estado,3,Glendon Barnett,gbarnettm@edu.com,Bord Ajsik,bajsik2a@edu.com,3.5,2022-1
Formacion Ciudadana II: Sociedad y Estado,3,Glendon Barnett,gbarnettm@edu.com,Xerxes Veryard,xveryard2b@edu.com,3.5,2022-1
Administracion para Ingenieros,3,Theda Petrazzi,tpetrazzi3s@edu.com,Kakalina Passie,kpassie2c@edu.com,3.2,2021-3
Administracion para Ingenieros,3,Theda Petrazzi,tpetrazzi3s@edu.com,Louisette McCreedy,lmccreedy2d@edu.com,3.2,2021-3
Administracion para Ingenieros,3,Theda Petrazzi,tpetrazzi3s@edu.com,Thea Faircliffe,tfaircliffe2e@edu.com,3.2,2021-3
Administracion para Ingenieros,3,Theda Petrazzi,tpetrazzi3s@edu.com,Bern Jorez,bjorez2f@edu.com,3.2,2021-3
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Minna Hirche,mhirche2g@edu.com,5.0,2021-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Nollie Morrieson,nmorrieson2h@edu.com,5.0,2021-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Tess Penchen,tpenchen2i@edu.com,5.0,2021-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Thaine Paliser,tpaliser2j@edu.com,5.0,2021-1
Ingles 5,2,Phaedra Spatoni,pspatoni2t@edu.com,Nanon Kembery,nkembery2k@edu.com,5.0,2023-1
Ingles 5,2,Phaedra Spatoni,pspatoni2t@edu.com,Dody Goldie,dgoldie2l@edu.com,5.0,2023-1
Ingles 5,2,Phaedra Spatoni,pspatoni2t@edu.com,Brander Harber,bharber2m@edu.com,5.0,2023-1
Ingles 5,2,Phaedra Spatoni,pspatoni2t@edu.com,Amerigo Dallaway,adallaway2n@edu.com,5.0,2023-1
ETL (Extraccion,1,Whitman Laurent,wlaurent1e@edu.com,Brittany Oswal,boswal2o@edu.com,0.9,2022-1
ETL (Extraccion,1,Whitman Laurent,wlaurent1e@edu.com,Jeth Dufaur,jdufaur2p@edu.com,0.9,2022-1
ETL (Extraccion,1,Whitman Laurent,wlaurent1e@edu.com,Andi Mayers,amayers2q@edu.com,0.9,2022-1
ETL (Extraccion,1,Whitman Laurent,wlaurent1e@edu.com,Kane Mulvany,kmulvany2r@edu.com,0.9,2022-1
Electiva profesional 4,1,Tresa Derham,tderham4r@edu.com,Berry Bleazard,bbleazard2s@edu.com,0.2,2022-1
Electiva profesional 4,1,Tresa Derham,tderham4r@edu.com,Reina Gadie,rgadie2t@edu.com,0.2,2022-1
Electiva profesional 4,1,Tresa Derham,tderham4r@edu.com,Stanley Beig,sbeig2u@edu.com,0.2,2022-1
Electiva profesional 4,1,Tresa Derham,tderham4r@edu.com,Preston Le - Count,ple2v@edu.com,0.2,2022-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Dorris Menghi,dmenghi2w@edu.com,4.3,2023-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Gracia Colrein,gcolrein2x@edu.com,4.3,2023-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Winifield Mounter,wmounter2y@edu.com,4.3,2023-1
Electiva profesional 4,3,Hobey Karlowicz,hkarlowicz3o@edu.com,Alie Syalvester,asyalvester2z@edu.com,4.3,2023-1
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Dalenna Neeson,dneeson30@edu.com,1.1,2023-3
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Rosmunda Crossgrove,rcrossgrove31@edu.com,1.1,2023-3
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Brody Truder,btruder32@edu.com,1.1,2023-3
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Florry Newlands,fnewlands33@edu.com,1.1,2023-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Janis Kirley,jkirley34@edu.com,4.7,2023-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Carole Le Strange,cle35@edu.com,4.7,2023-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Sharleen Booth,sbooth36@edu.com,4.7,2023-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Denys Rollin,drollin37@edu.com,4.7,2023-3
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Ansell Werrett,awerrett38@edu.com,0.5,2022-1
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Dennet Andree,dandree39@edu.com,0.5,2022-1
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Vivianne Gunter,vgunter3a@edu.com,0.5,2022-1
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Heddie Barcroft,hbarcroft3b@edu.com,0.5,2022-1
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Hieronymus Boon,hboon3c@edu.com,1.8,2021-3
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Eirena Howie,ehowie3d@edu.com,1.8,2021-3
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Zed Sleath,zsleath3e@edu.com,1.8,2021-3
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Catrina Vergine,cvergine3f@edu.com,1.8,2021-3
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Vite Jopson,vjopson3g@edu.com,2.9,2022-3
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Ryley Povele,rpovele3h@edu.com,2.9,2022-3
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Clarisse Semens,csemens3i@edu.com,2.9,2022-3
Formacion Ciudadana III: Paz y Convivencia,2,Welbie Mc Harg,wmc10@edu.com,Major Veschambre,mveschambre3j@edu.com,2.9,2022-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Fredric Stanyland,fstanyland3k@edu.com,4.9,2022-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Nealson Sherr,nsherr3l@edu.com,4.9,2022-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Gilemette Johnston,gjohnston3m@edu.com,4.9,2022-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Peyton Swire,pswire3n@edu.com,4.9,2022-3
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Clotilda MacCorley,cmaccorley3o@edu.com,1.5,2023-3
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Catina Lead,clead3p@edu.com,1.5,2023-3
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Vanny Morey,vmorey3q@edu.com,1.5,2023-3
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Wilmar Arnoldi,warnoldi3r@edu.com,1.5,2023-3
Electiva de Lectura y Escritura,2,Edith Foro,eforox@edu.com,Rosanna Beric,rberic3s@edu.com,1.7,2021-1
